Name;Sex;PeoplesCount;Origin
Devansha;Female;8;Indian
Devany;Female;1000;Irish
Devayani;Female;307;Indian
Deven;Male;8000;English
Devenny;Female;440;Irish
Devent;Female;134;Irish
Deveon;Male;144;English
Devera;Female;5000;Spanish
Deveral;Male;32;English
Deveral;Male;32;French
Devere;Male;5000;English
Devere;Male;5000;French
Devereau;Male;70;English
Devereau;Male;70;French
Devereaux;Male;5000;English
Devereaux;Male;5000;French
Deverel;Male;21;English
Deverel;Male;21;French
Deverell;Male;697;English
Deverell;Male;697;French
Deverick;Male;227;English
Deverick;Male;227;French
Devery;Female;989;Hebrew
Devery;Male;989;English
Devery;Male;989;French
Devi;Female;126000;Hebrew
Devika;Female;7000;Hindi
Devin;Female;89000;English
Devin;Female;89000;French
Devin;Male;89000;French
Devin;Male;89000;Celtic
Devine;Male;31000;Irish
Devinee;Female;85;Irish
Devion;Male;423;English
Devisser;Male;533;Dutch
Devland;Male;233;Irish
Devlin;Male;19000;Gaelic
Devlin;Male;19000;Irish
Devlon;Male;180;Irish
Devlyn;Male;685;Irish
Devnet;Female;436;Irish
Devon;Male;139000;English
Devon;Male;139000;Anglo
Devon;Male;139000;Anglo-Saxon
Devon;Female;139000;English
Devona;Female;2000;Anglo
Devona;Female;2000;Celtic
Devona;Female;2000;French
Devona;Female;2000;English
Devona;Female;2000;English
Devona;Female;2000;Anglo-Saxon
Devondra;Female;109;English
Devondra;Female;109;French
Devonn;Male;488;English
Devonna;Female;698;French
Devonna;Female;698;English
Devonne;Female;9000;English
Devonne;Female;9000;French
Devony;Female;120;Irish
Devora;Female;4000;Hebrew
Devorah;Female;2000;Hebrew
Devoria;Female;43;Hebrew
Devoss;Male;357;Dutch
Devra;Female;1000;Hebrew
Devri;Female;4000;Hebrew
Devries;Male;14000;Dutch
Devron;Male;550;English
Devry;Male;162000;English
Devry;Male;162000;French
Devy;Male;7000;Gaelic
Devyn;Female;6000;English
Devyn;Female;6000;French
Devyn;Male;6000;Anglo-Saxon
Devyn;Male;6000;Celtic
Devyn;Male;6000;English
Devyna;Female;78;English
Devynn;Female;537;English
Devynn;Female;537;French
Dewain;Male;326;Celtic
Dewayne;Male;11000;Irish
Dewey;Male;25000;English
Dewitt;Male;23000;Dutch
Dexter;Male;56000;French
Deydrienne;Female;0;Unknown
Deylin;Male;226;English
Deysi;Female;7000;English
Dezarae;Female;505;Unknown
Dezba;Female;20;Native
Dezirae;Female;549;French
Deziree;Female;748;French
Dhana;Female;7000;Hindi
Dharani;Female;4000;Indian
Dharma;Female;35000;Unknown
Dharr;Male;99;Arabic
Dhimitrios;Male;3;Greek
Dhoire;Male;11;Scottish
Dhruv;Male;17000;Hindu
Dhu;Male;1000;Arabic
Di;Female;3000000;French
Dia;Female;111000;Spanish
Dia;Female;111000;Greek
Dia;Male;111000;African
Diahann;Female;437;French
Diahna;Female;56;French
Diamanda;Female;219;English
Diamanta;Female;282;French
Diamante;Female;14000;English
Diamond;Male;311000;English
Diamond;Female;311000;English
Diamonique;Female;370;English
Diamont;Male;548;English
Diamontina;Female;8;English
Dian;Female;108000;French
Diana;Female;856000;Romanian
Diana;Female;856000;French
Dianda;Female;665;English
Diandra;Female;7000;English
Diandra;Female;7000;French
Diandre;Female;286;English
Diandre;Male;286;English
Diandre;Male;286;French
Diane;Female;294000;French
Diane;Female;294000;French
Dianna;Female;35000;French
Diannah;Female;204;French
Dianne;Female;59000;French
Diantha;Female;532;English
Dianthe;Female;131;Greek
Diara;Male;2000;African
Dibe;Female;810;Native
Dice;Female;25000;Greek
Dichali;Male;1;Native American
Dick;Male;132000;English
Dick;Male;132000;German
Dickran;Male;89;Armenian
Dickson;Male;59000;English
Dickson;Male;59000;English
Didier;Male;58000;French
Dido;Female;10000;Greek
Didrika;Female;34;German
Diederich;Male;2000;German
Diedre;Female;2000;Irish
Diedrick;Male;574;German
Diega;Female;531;Spanish
Diego;Male;2000000;Spanish
Dien;Male;13000;Vietnamese
Diep;Female;13000;Vietnamese
Diera;Female;1000;Anglo
Diera;Female;1000;Anglo-Saxon
Dierck;Male;104;German
Dierdre;Female;1000;Irish
Dieter;Male;34000;German
Dietrich;Male;26000;German
Dietz;Male;16000;German
Digna;Female;5000;Spanish
Diji;Male;754;African
Dikesone;Male;1;English
Dilan;Male;113000;French
Dilan;Male;113000;Irish
Dillan;Male;4000;Welsh
Dillen;Male;2000;French
Dillen;Male;2000;Irish
Dillin;Male;559;Unknown
Dillion;Male;3000;Celtic
Dillon;Male;84000;Gaelic
Dillon;Male;84000;French
Dillon;Male;84000;Irish
Dimitrie;Male;10000;Romanian
Dimitur;Male;477;Greek
Din;Male;358000;African
Dina;Female;209000;Hebrew
Dina;Female;209000;Spanish
Dina;Female;209000;English
Dinadan;Male;19;Arthurian
Dinadan;Male;19;Arthurian Legend
Dinah;Female;15000;Hebrew
Dinar;Male;30000;Arabian
Dinas;Male;9000;Arthurian
Dino;Male;67000;Spanish
Dino;Male;67000;English
Dino;Female;67000;Greek
Dinora;Female;4000;Spanish
Dinora;Female;4000;Hebrew
Dinorah;Female;4000;Hebrew
Dinsmore;Male;5000;Celtic
Diogo;Male;65000;Unknown
Diomedes;Male;2000;Greek
Dion;Male;48000;English
Dion;Male;48000;French
Diona;Female;2000;Romanian
Diona;Female;2000;English
Diondra;Female;419;English
Diondray;Male;13;Unknown
Diondre;Male;441;English
Diondre;Male;441;French
Dione;Female;9000;English
Dione;Female;9000;Greek
Dionis;Female;5000;Spanish
Dionisa;Female;108;Spanish
Dionna;Female;3000;English
Dionne;Female;21000;English
Dionte;Male;1000;English
Dionte;Male;1000;French
Dionysia;Female;759;Greek
Dionysius;Male;890;Greek
Dior;Female;31000;French
Diorbhall;Female;1;Gaelic
Dirce;Female;2000;Greek
Dirck;Male;528;Dutch
Dirk;Male;76000;German
Dita;Female;29000;Spanish
Dita;Female;29000;Slavic
Diti;Female;1000;Indian
Diu;Female;7000;Vietnamese
Diva;Female;79000;Celtic
Divone;Female;149;Celtic
Divsha;Female;9;Hebrew
Divshah;Female;4;Hebrew
Divyanshu;Male;2000;Hindi
Dix;Male;17000;French
Dix;Male;17000;English
Dixie;Female;47000;English
Dixie;Female;47000;French
Dixon;Male;143000;English
Diya Al Din;Male;10;Arabic
Djoser;Male;550;Egyptian
Dnias;Male;8;Arthurian Legend
Doan Vien;Female;21;Vietnamese
Doane;Male;11000;English
Doane;Male;11000;Celtic
Doanna;Female;41;English
Doba;Female;3000;Native
Dobi;Male;3000;African
Dodinel;Male;0;Arthurian
Dohnatello;Male;1;Unknown
Dohosan;Male;1;Native American
Dohtor;Female;82;Anglo
Dohtor;Female;82;Anglo-Saxon
Doire;Male;563;Scottish
Doireann;Female;377;Irish
Dolan;Male;34000;Irish
Doli;Female;3000;Native
Dolie;Female;163;African
Dolius;Male;15;Greek
Dollie;Female;4000;English
Dolly;Female;39000;English
Dolores;Female;63000;Spanish
Dolorita;Female;191;Spanish
Dolphus;Male;209;German
Domenica;Female;10000;Spanish
Domenick;Male;2000;Italian
Domenico;Male;65000;Spanish
Domenique;Female;1000;French
Domevlo;Male;3;African
Domhnall;Male;281;Celtic
Domhnull;Male;6;Scottish
Domhnull;Male;6;Gaelic
Dominga;Female;3000;Spanish
Domingart;Male;0;Arthurian
Domingo;Male;191000;Spanish
Dominic;Male;119000;Latin
Dominica;Female;11000;Irish
Dominica;Female;11000;Spanish
Dominick;Male;21000;Latin
Dominik;Male;74000;Latin
Dominique;Female;118000;French
Dominique;Female;118000;Romanian
Dominique;Male;118000;French
Dominique;Female;118000;French
Don;Female;0;Anglo
Don;Male;0;English
Don;Male;0;Celtic
Don;Female;0;Anglo-Saxon
Dona;Female;56000;Italian
Dona;Female;56000;Spanish
Donaghy;Male;3000;Celtic
Donahue;Male;20000;Gaelic
Donahue;Male;20000;Irish
Donal;Male;8000;Celtic
Donal;Male;8000;Irish
Donal;Male;8000;Scottish
Donald;Male;200000;Celtic
Donald;Male;200000;Scottish
Donalda;Female;626;Gaelic
Donall;Male;346;Celtic
Donat;Male;11000;Celtic
Donata;Female;4000;Italian
Donatello;Male;4000;Italian
Donatello;Male;4000;Spanish
Donatien;Male;1000;French
Donato;Male;34000;Spanish
Donavan;Male;4000;Irish
Donavon;Male;2000;Irish
Doncia;Female;23;Spanish
Dondre;Male;662;English
Dondre;Male;662;French
Donegan;Male;4000;Irish
Donel;Male;947;Scottish
Donell;Male;2000;Scottish
Donell;Male;2000;Irish
Donella;Female;2000;Celtic
Donella;Female;2000;Celtic
Donelle;Female;1000;Irish
Dong;Female;86000;Vietnamese
Donia;Female;9000;Celtic
Donia;Female;9000;Celtic
Donita;Female;4000;Latin
Donkor;Male;3000;Egyptian
Donn;Male;9000;Irish
Donn;Male;9000;English
Donna;Female;393000;Italian
Donnachadh;Male;19;Scottish
Donnally;Male;252;Celtic
Donnally;Male;252;Celtic
Donnan;Male;1000;Irish
Donnchadh;Male;226;Scottish
Donnchadh;Male;226;Celtic
Donne;Male;9000;English
Donnel;Male;1000;Irish
Donnel;Male;1000;Scottish
Donnell;Female;50000;Scottish
Donnell;Male;50000;Irish
Donnell;Male;50000;Scottish
Donnelly;Male;41000;Celtic
Donnelly;Male;41000;Irish
Donnie;Male;32000;English
Donnitta;Female;24;Unknown
Donny;Male;35000;English
Donogb;Male;1;Celtic
Donoma;Female;71;Native
Donovan;Male;83000;Irish
Donovan;Male;83000;Celtic
Dontae;Male;2000;English
Dontay;Male;752;English
Dontaye;Male;115;English
Donte;Male;7000;English
Dontell;Male;98;English
Dontrell;Male;598;English
Donzel;Male;428;Spanish
Dooley;Male;19000;Gaelic
Doon;Female;8000;Irish
Dor;Male;22000;Hebrew
D'or;Female;17000;French
Dora;Female;103000;Greek
Doran;Male;28000;Greek
Doran;Male;28000;Irish
Doran;Male;28000;Celtic
Doran;Male;28000;English
Dorbeta;Female;50;Spanish
Dorcas;Female;10000;Greek
Dorcey;Female;298;English
Dordie;Female;30;Greek
Dore;Female;14000;French
Doreen;Female;35000;Greek
Doreen;Female;35000;French
Doreen;Female;35000;Celtic
Doreen;Female;35000;Gaelic
Doreen;Female;35000;Irish
Doreena;Female;182;Celtic
Doren;Male;3000;Hebrew
Dorene;Female;3000;French
Dorian;Male;37000;Greek
Dorian;Male;37000;English
Dorien;Male;0;English
Dorika;Female;260;Hungarian
Dorin;Male;15000;Romanian
Dorina;Female;14000;Romanian
Dorinda;Female;3000;Greek
Dorine;Female;5000;French
Dorion;Male;3000;English
Doris;Female;89000;Greek
Dorise;Female;272;Unknown
Dorit;Female;3000;English
Doro;Female;8000;English
Doron;Male;10000;English
Doron;Male;10000;Irish
Dorotea;Female;3000;Finnish
Dorotea;Female;3000;Spanish
Doroteia;Female;1000;Spanish
Dorotha;Female;673;English
Dorothea;Female;8000;Danish
Dorothee;Female;5000;English
Dorothy;Female;73000;Greek
Dorothy;Female;73000;Greek
Dorran;Male;151;Celtic
Dorrance;Male;1000;English
Dorrance;Male;1000;Irish
Dorrel;Male;167;English
Dorrel;Male;167;Irish
Dorrell;Male;1000;English
Dorrell;Male;1000;Irish
Dorren;Male;336;English
Dorren;Male;336;Irish
Dorrin;Male;173;English
Dorrin;Male;173;Irish
Dorsey;Female;28000;English
Dortha;Female;798;English
Doru;Male;9000;Romanian
Dory;Female;9000;French
Dosne;Male;89;Celtic
Dottie;Female;10000;English
Doug;Male;212000;Scottish
Dougal;Male;2000;Scottish
Dougal;Male;2000;Celtic
Dougal;Male;2000;Irish
Dougal;Male;2000;Anglo-Saxon
Doughal;Male;5;Celtic
Doughall;Male;32;Scottish
Doughlas;Male;139;Celtic
Douglas;Male;485000;Irish
Douglas;Male;485000;Anglo-Saxon
Douglas;Male;485000;Celtic
Douglas;Male;485000;Scottish
Douglass;Male;21000;Scottish
Doune;Male;373;English
Dour;Male;1000;Scottish
Dov;Male;7000;Hebrew
Dovev;Male;166;Hebrew
Dow;Male;98000;Irish
Dowan;Male;221;Irish
Dowle;Male;463;Irish
Downeti;Female;1;Irish
Downett;Female;1;Irish
Doy;Male;7000;Celtic
Doyle;Male;95000;Celtic
Doyle;Male;95000;Irish
Draca;Male;317;English
Dracon;Male;1000;English
Dracul;Male;685;Romanian
Draedan;Male;3;Unknown
Drago;Male;20000;French
Draguta;Female;375;Romanian
Drake;Male;167000;English
Drake;Male;167000;English
Draven;Male;5000;Unknown
Dravin;Male;173;American
Drayce;Male;28;English
Dreama;Female;2000;Unknown
Dreena;Female;272;Spanish
Drefan;Male;10;Anglo
Drefan;Male;10;Anglo-Saxon
Drem;Male;1000;Celtic
Drem;Male;1000;Celtic
Dreng;Male;274;Anglo
Dreng;Male;274;Anglo-Saxon
Dreogan;Male;1;Anglo
Dreogan;Male;1;Anglo-Saxon
Drew;Male;181000;English
Drew;Female;181000;Scottish
Drew;Male;181000;Anglo
Drew;Male;181000;Anglo-Saxon
Dreyken;Male;7;Celtic
Dridan;Male;39;English
Driden;Male;22;English
Drina;Female;1000;English
Drina;Female;1000;Spanish
Drisana;Female;119;Indian
Driscol;Male;236;Celtic
Driscol;Male;236;Irish
Driscoll;Male;27000;Celtic
Driscoll;Male;27000;Irish
Drishti;Female;2000;Hindu
Driskell;Male;2000;Celtic
Dristan;Male;29;Arthurian
Dristan;Male;29;Arthurian Legend
Dru;Male;12000;French
Druas;Male;2;Arthurian
Druce;Male;1000;Anglo
Druce;Male;1000;Anglo-Saxon
Druce;Male;1000;Celtic
Drud;Male;316;German
Drudwyn;Male;5;Arthurian
Drudwyn;Male;5;Arthurian Legend
Drudwyn;Male;5;Celtic
Drudwyn;Male;5;Celtic
Drue;Male;2000;English
Drugi;Male;1000;German
Drummand;Male;8;Scottish
Drummond;Male;26000;Scottish
Drummond;Male;26000;Celtic
Drusilla;Female;2000;Latin
Drust;Male;344;Arthurian
Dryden;Male;9000;English
Drygedene;Male;0;English
Dryhus;Male;3;Aramaic
Dryope;Female;29;Greek
Drystan;Male;52;Arthurian Legend
Duana;Female;1000;Irish
Duane;Male;48000;Irish
Duane;Male;48000;Gaelic
Duane;Male;48000;Irish
Duane;Male;48000;Celtic
Duante;Male;94;Irish
Duardo;Male;1000;Spanish
Duarte;Male;179000;Spanish
Duayna;Female;4;Irish
Duayne;Male;201;Irish
Dubg;Male;52;Irish
Dubh;Male;486;Scottish
Dubhagain;Male;1;Irish
Dubhain;Female;21;Irish
Dubhan;Male;24;Irish
Dubheasa;Female;12;Irish
Dubhglas;Male;10;Scottish
Dubhgml;Male;0;Irish
Dubv;Male;343;Celtic
Duc;Male;47000;Vietnamese
Duci;Female;588;Hungarian
Dudek;Male;10000;Czechoslovakian
Dudley;Male;50000;English
Dudon;Male;213;Arthurian
Due;Male;38000;Vietnamese
Duena;Female;4000;Spanish
Duer;Male;1000;Celtic
Duff;Male;31000;Scottish
Duff;Male;31000;Celtic
Duff;Male;31000;Celtic
Duff;Male;31000;Gaelic
Duffy;Male;57000;Celtic
Duffy;Male;57000;Irish
Dugald;Male;624;Gaelic
Duggan;Male;17000;Irish
Dughall;Male;19;Celtic
Duha;Female;6000;Arabic
Duke;Male;286000;English
Dukine;Female;73;Spanish
Dukinea;Female;32;Spanish
Dulce;Female;85000;Spanish
Dulcina;Female;399;Spanish
Dulcinea;Female;2000;Spanish
Dulcinia;Female;77;Spanish
Duman;Male;237000;Turkish
Dumitra;Female;394;Romanian
Dummonia;Female;0;Arthurian
Dumont;Male;25000;French
Duncan;Male;168000;Scottish
Duncan;Male;168000;Celtic
Duncan;Male;168000;Gaelic
Duncan;Male;168000;Celtic
Dung;Male;61000;Vietnamese
Dunham;Male;18000;Celtic
Dunixi;Male;13;Basque
Dunleah;Male;0;English
Dunleigh;Male;4;English
Dunley;Male;160;English
Dunly;Male;6;English
Dunmor;Male;35;Scottish
Dunmore;Male;3000;Scottish
Dunn;Male;126000;English
Dunn;Male;126000;English
Dunstan;Male;6000;English
Dunton;Male;3000;English
Duong;Male;75000;Vietnamese
Duqaq;Male;2;Arabic
Duran;Male;487000;English
Duran;Male;487000;French
Durand;Male;33000;English
Durand;Male;33000;French
Durandana;Female;5;French
Durane;Male;94;Unknown
Durango;Male;47000;French
Durant;Male;18000;English
Durant;Male;18000;French
Durante;Male;12000;English
Durante;Male;12000;French
Dureau;Male;337;French
Durell;Male;1000;English
Duron;Male;6000;French
Durrant;Male;6000;English
Durrant;Male;6000;French
Durrell;Male;2000;English
Durward;Male;812;English
Durwin;Male;467;Anglo
Durwin;Male;467;Anglo-Saxon
Durwin;Male;467;English
Durwyn;Male;33;Anglo-Saxon
Durwyn;Male;33;English
Dusan;Male;19000;Slavic
Dustan;Male;1000;English
Dustee;Female;150;English
Dusti;Female;2000;English
Dustie;Female;534;Unknown
Dustin;Male;120000;English
Duston;Male;1000;English
Dustu;Male;442;Native
Dusty;Male;23000;English
Dusty;Female;23000;English
Dustyn;Male;2000;English
Dutch;Male;105000;German
Duval;Male;31000;French
Duvessa;Female;65;Irish
Duwayne;Male;1000;Irish
Dwade;Male;524;English
Dwain;Male;4000;Irish
Dwaine;Male;2000;Irish
Dwane;Male;2000;Irish
Dwayne;Male;46000;Irish
Dwayne;Male;46000;Celtic
Dwight;Male;41000;Dutch
Dwight;Male;41000;English
Dwyer;Male;34000;Irish
Dyami;Male;212;Native American
Dyana;Female;8000;French
Dyani;Female;1000;Native American
Dyann;Female;1000;French
Dyanna;Female;2000;French
Dyfed;Male;463;Celtic
Dyfed;Male;463;Celtic
Dylan;Male;215000;Welsh
Dylen;Male;379;Irish
Dylin;Female;426;Unknown
Dyllan;Female;2000;Welsh
Dylon;Male;2000;Unknown
Dymphna;Female;457;Irish
Dymphna;Female;457;Gaelic
Dympna;Female;456;Irish
Dynadin;Male;6;Arthurian
Dynadin;Male;6;Arthurian Legend
Dynah;Female;261;Hebrew
Dyre;Male;355;Scandinavian
Dzigbode;Male;3;African
Ea;Male;137000;Celtic
Eachan;Male;48;Irish
Eachann;Male;27;Gaelic
Eachthighearn;Male;1;Gaelic
Eacnung;Female;0;Anglo
Eacnung;Female;0;Anglo-Saxon
Eada;Female;14000;English
Eadaion;Female;12;German
Eadbeorht;Male;2;English
Eadbert;Male;0;Anglo
Eadbert;Male;0;Anglo-Saxon
Eadburt;Male;1;English
Eadda;Female;11;English
Eadelmarr;Male;1;English
Eadgard;Male;1;Anglo-Saxon
Eadger;Male;3;English
Eadgyth;Female;5;English
Eadgyth;Female;5;Anglo
Eadgyth;Female;5;Anglo-Saxon
Eadig;Male;25;Anglo
Eadig;Male;25;Anglo-Saxon
Eadignes;Female;2;Anglo
Eadignes;Female;2;Anglo-Saxon
Eadlin;Female;7;Anglo-Saxon
Eadlyn;Male;52;Anglo-Saxon
Eadmund;Male;90;English
Eadmund;Female;90;English
Eadric;Male;35;English
Eadsele;Male;0;English
Eadward;Male;21;Anglo-Saxon
Eadward;Male;21;English
Eadwardsone;Male;0;English
Eadweald;Male;1;English
Eadweard;Male;58;English
Eadwiella;Male;2;English
Eadwine;Female;43;English
Eadwine;Male;43;English
Eadwyn;Male;2;Anglo-Saxon
Eadwyn;Male;2;English
Eagan;Male;10000;Irish
Eagon;Male;368;Irish
Ealadhach;Male;0;Gaelic
Ealasaid;Female;139;Gaelic
Ealdian;Male;1;Anglo
Ealdian;Male;1;Anglo-Saxon
Ealdun;Male;0;English
Ealdwode;Male;1;English
Ealga;Female;20;Irish
Ealhdun;Male;1;English
Ealhhard;Male;1;English
Eallard;Male;27;English
Eallison;Male;24;English
Eames;Male;4000;Irish
Eamon;Male;6000;Irish
Eamon;Male;6000;Gaelic
Eamon;Male;6000;Anglo-Saxon
Eanruig;Male;3;Gaelic
Eanruig;Male;3;Scottish
Ear;Male;21000;Scottish
Eara;Female;367;Scottish
Earc;Male;248;Irish
Earh;Male;150;Anglo
Earh;Male;150;Anglo-Saxon
Earie;Female;34;Scottish
Earie;Male;34;Scottish
Earl;Male;75000;Anglo
Earl;Male;75000;Anglo-Saxon
Earl;Male;75000;English
Earl;Male;75000;English
Earle;Male;14000;Anglo-Saxon
Earle;Male;14000;English
Earlena;Female;132;English
Earlena;Female;132;Spanish
Earlene;Female;3000;English
Earlene;Female;3000;English
Earlene;Female;3000;Spanish
Earlina;Female;94;English
Earlina;Female;94;Spanish
Earline;Female;2000;English
Earm;Male;102;Anglo
Earm;Male;102;Anglo-Saxon
Earna;Female;52;English
Earnan;Male;22;Gaelic
Earnan;Male;22;Irish
Earnest;Male;10000;English
Earnest;Male;10000;German
Earnestyna;Female;2;English
Earric;Female;3;English
Eartha;Female;1000;German
Eartha;Female;1000;English
Earvin;Male;1000;English
Earvin;Male;1000;Gaelic
Earwine;Female;10;English
Earwine;Male;10;English
Earwyn;Female;14;English
Earwyn;Male;14;English
Earwyna;Female;1;English
Eason;Male;13000;Irish
Easter;Female;27000;English
Easter;Female;27000;Anglo-Saxon
Easter;Female;27000;Anglo
Easton;Male;38000;English
Eastre;Female;36;English
Eathelin;Female;2;English
Eathellreda;Female;0;English
Eathelyn;Female;4;English
Eaton;Male;107000;English
Eatun;Male;7;English
Eavan;Female;344;Irish
Eawart;Male;2;English
Eban;Male;479;Hebrew
Ebba;Female;5000;English
Ebba;Female;5000;Danish
Ebba;Female;5000;German
Eben;Male;10000;Hebrew
Ebenezer;Male;17000;Hebrew
Eberhard;Male;15000;German
Eberhardt;Male;8000;German
Ebiere;Female;155;African
Ebissa;Male;32;Anglo
Eblis;Male;58;Arabian
Ebo;Male;5000;Egyptian
Eboni;Female;5000;English
Ebony;Female;4000;Greek
Eburacon;Male;0;Celtic
Eburhardt;Male;0;German
Eburscon;Male;0;Celtic
Ecaterina;Female;10000;Greek
Ecaterina;Female;10000;Romanian
Ecgbeorht;Male;0;English
Ecgfrith;Male;0;Anglo
Ecgfrith;Male;0;Anglo-Saxon
Echa;Female;14000;Chamoru
Echa;Male;14000;Chamoru
Echidna;Female;932;Greek
Echidna;Female;932;Egyptian
Echion;Male;30;Greek
Echo;Female;59000;Greek
Echo;Female;59000;Greek
Echoid;Male;1;Arthurian
Eckerd;Male;17000;German
Ector;Male;2000;Arthurian Legend
Ector;Male;2000;Arthurian
Ed;Male;899000;English
Eda;Female;426000;Anglo
Eda;Female;426000;Anglo-Saxon
Eda;Male;426000;Czechoslovakian
Eda;Male;426000;English
Eda;Female;426000;English
Edan;Male;6000;Celtic
Edan;Female;6000;Hebrew
Edana;Female;604;Irish
Edana;Female;604;Gaelic
Edana;Female;604;Celtic
Edbert;Male;772;English
Edda;Female;7000;German
Edda;Female;7000;German
Edda;Female;7000;Dutch
Eddie;Male;187000;English
Eddis;Male;0;English
Eddison;Male;1000;Anglo-Saxon
Eddrick;Male;141;English
Eddy;Male;110000;English
Ede;Female;35000;Greek
Ede;Female;35000;English
Ede;Male;35000;English
Edee;Female;721;English
Edeen;Female;354;Scottish
Edel;Male;12000;German
