Name;Sex;PeoplesCount
Альнона;Female;2
Альнора;Female;9
Альнура;Female;123
Альома;Female;0
Альона;Female;33000
Альопа;Female;1
Альория;Female;0
Альпедина;Female;3
Альпенида;Female;0
Альпида;Female;1
Альпидея;Female;0
Альпина;Female;587
Альпият;Female;94
Альсана;Female;14
Альсина;Female;673
Альсия;Female;48
Альта;Female;4000
Альтана;Female;31
Альтина;Female;24
Альфа;Female;44000
Альфера;Female;56
Альфея;Female;27
Альфида;Female;502
Альфиза;Female;469
Альфина;Female;4000
Альфинора;Female;12
Альфинра;Female;0
Альфинура;Female;138
Альфира;Female;6000
Альфиса;Female;150
Альфитина;Female;2
Альфия;Female;74000
Альфония;Female;1
Альфонса;Female;18
Альфонсина;Female;5
Альфосина;Female;0
Альфреда;Female;565
Альфредия;Female;0
Альфрида;Female;106
Альфукаха;Female;3
Альфына;Female;2
Альфюса;Female;0
Альхия;Female;0
Альцеса;Female;2
Альцина;Female;20
Альциона;Female;89
Альяна;Female;487
Альяса;Female;1
Алюбина;Female;11
Алюбия;Female;0
Алюма;Female;33
Алюня;Female;337
Алюсия;Female;2
Алюсь;Female;4
Алюся;Female;726
Алюта;Female;14
Алютина;Female;147
Алютына;Female;0
Алюфтина;Female;0
Аля;Female;56000
Алямша;Female;0
Аляна;Female;259
Аляндра;Female;4
Аляра;Female;9
Ама;Female;2000
Амабиля;Female;1
Амада;Female;67
Амаду;Female;459
Амаида;Female;2
Амаийия;Female;1
Амалиа;Female;29
Амалия;Female;15000
Амаль;Female;4000
Амальгина;Female;1
Амаля;Female;1000
Аманаида;Female;0
Аманат;Female;1000
Амангуль;Female;2000
Аманда;Female;2000
Амани;Female;322
Амания;Female;19
Аманкуль;Female;286
Аманула;Female;22
Аманулла;Female;60
Аманхожа;Female;6
Амара;Female;405
Амарендра;Female;2
Амаринта;Female;0
Амася;Female;33
Аматерасу;Female;61
Аматулла;Female;67
Амбалика;Female;1
Амбая;Female;0
Амброзина;Female;3
Амброзия;Female;83
Амброзь;Female;1
Амбрось;Female;25
Амбрузия;Female;0
Амбулла;Female;0
Амврозия;Female;0
Амвросия;Female;125
Амеде;Female;1
Амела;Female;39
Амели;Female;2000
Амелия;Female;9000
Амель;Female;61
Амеля;Female;90
Амена;Female;19
Амения;Female;27
Аменна;Female;2
Аменту;Female;0
Аменя;Female;6
Амерулла;Female;3
Амза;Female;149
Амиата;Female;0
Амида;Female;293
Амидала;Female;92
Амидия;Female;0
Амидля;Female;0
Амидреза;Female;1
Амидэ;Female;7
Амизия;Female;0
Амила;Female;254
Амилия;Female;602
Амиль;Female;2000
Амильда;Female;4
Амиля;Female;314
Амина;Female;77000
Аминала;Female;0
Аминат;Female;6000
Амине;Female;48
Аминиса;Female;0
Аминия;Female;4
Аминодора;Female;1
Аминь;Female;270
Амира;Female;6000
Амиральда;Female;0
Амирана;Female;35
Амирани;Female;49
Амире;Female;151
Амиржужа;Female;0
Амирза;Female;4
Амирулла;Female;11
Амирша;Female;4
Амитава;Female;0
Амить;Female;6
Амият;Female;7
Амма;Female;1000
Аммия;Female;3
Амму;Female;9
Аммура;Female;3
Амна;Female;37
Амоля;Female;1
Амполия;Female;0
Амра;Female;395
Амреза;Female;2
Амрендра;Female;2
Амрина;Female;443
Амрия;Female;45
Амрула;Female;23
Амрулла;Female;25
Амсият;Female;0
Амуна;Female;8
Амурла;Female;1
Амурша;Female;13
Амфиза;Female;0
Амфисия;Female;1
Амфия;Female;3
Амья;Female;0
Ана;Female;22000
Анав;Female;17
Анагита;Female;10
Анагония;Female;0
Анадия;Female;28
Аназтазия;Female;3
Анаида;Female;3000
Анаираа;Female;2
Анаис;Female;185
Анаисья;Female;3
Анаит;Female;8000
Анаита;Female;99
Анаитта;Female;3
Анай;Female;1000
Анайда;Female;14
Аналида;Female;1
Анализа;Female;63000
Аналина;Female;27
Аналини;Female;0
Аналия;Female;23
Аналя;Female;3
Анам;Female;49
Ананда;Female;364
Ананива;Female;2
Анания;Female;521
Анансина;Female;2
Ананта;Female;156
Анань;Female;8
Анапиче;Female;0
Анаполония;Female;0
Анапстасия;Female;0
Анара;Female;26000
Анаргуль;Female;2000
Анариана;Female;1
Анария;Female;39
Анасия;Female;40
Анаснасия;Female;31
Анасса;Female;6
Анаста;Female;187
Анастази;Female;14
Анастазия;Female;35
Анастаися;Female;115
Анасталия;Female;12
Анастамия;Female;33
Анастания;Female;26
Анастансия;Female;16
Анастасиия;Female;163
Анастасия;Female;2000000
Анастасья;Female;2000
Анастация;Female;14
Анастия;Female;167
Анастленя;Female;0
Анастосия;Female;2000
Анасья;Female;6
Анатазия;Female;0
Анаталия;Female;31
Анаталья;Female;6
Анатасия;Female;659
Анатлья;Female;1
Анатоли;Female;925
Анатолийя;Female;1
Анатолина;Female;14
Анатолия;Female;1000
Анатолья;Female;2
Анатонина;Female;9
Анатония;Female;2
Анатсасия;Female;26
Анаттелия;Female;0
Анаукасия;Female;0
Анафаталия;Female;0
Анафия;Female;97
Анваль;Female;1
Анвара;Female;76
Анвария;Female;15
Анварша;Female;0
Анварь;Female;10
Анвэрь;Female;0
Анвярь;Female;15
Анга;Female;862
Ангала;Female;6
Ангалина;Female;28
Анганета;Female;1
Ангара;Female;1000
Ангари;Female;1
Ангела;Female;4000
Ангеле;Female;27
Ангелена;Female;38
Ангеливка;Female;4
Ангелида;Female;3
Ангелика;Female;949
Ангелима;Female;3
Ангелина;Female;270000
Ангелинна;Female;46
Ангелиса;Female;4
Ангелия;Female;219
Ангелла;Female;61
Ангелуца;Female;178
Ангельна;Female;12
Ангельсина;Female;4
Ангеля;Female;117
Ангерика;Female;3
Ангесса;Female;0
Ангета;Female;5
Ангилина;Female;2000
Ангильсина;Female;0
Ангина;Female;238
Ангиса;Female;6
Ангия;Female;10
Англина;Female;53
Англиса;Female;0
Анголина;Female;2
Анголюдия;Female;0
Ангонина;Female;0
Ангрета;Female;0
Анда;Female;3000
Андания;Female;2
Андежда;Female;0
Анделка;Female;2
Андемилина;Female;0
Анджани;Female;0
Анджела;Female;5000
Анджелена;Female;1
Анджели;Female;55
Анджелика;Female;2000
Анджелина;Female;2000
Анджелита;Female;5
Анджелия;Female;8
Анджелла;Female;411
Анджеолина;Female;1
Анджиолина;Female;0
Андизия;Female;1
Андила;Female;3
Андимилина;Female;0
Андимира;Female;0
Андия;Female;16
Андозия;Female;0
Андонида;Female;2
Андра;Female;3000
Андраде;Female;77
Андреа;Female;1000
Андреана;Female;168
Андреанна;Female;37
Андреила;Female;0
Андрель;Female;3
Андрема;Female;0
Андрея;Female;6000
Андреяна;Female;56
Андреянна;Female;3
Андриа;Female;33
Андриаи;Female;0
Андриана;Female;6000
Андрианна;Female;414
Андриелла;Female;1
Андриетта;Female;3
Андрийка;Female;10
Андрине;Female;6
Андрия;Female;4000
Андрияна;Female;635
Андрона;Female;21
Андроника;Female;39
Андронина;Female;43
Андронь;Female;0
Андхузя;Female;2
Андьялка;Female;0
Андьянна;Female;0
Андялка;Female;0
Анеенида;Female;1
Анежа;Female;8
Анежка;Female;8
Анежла;Female;0
Анеза;Female;6
Анезия;Female;1
Анезка;Female;1
Анеинина;Female;0
Анеиса;Female;1
Анела;Female;299
Анеле;Female;0
Анели;Female;127
Анелиза;Female;0
Анелина;Female;199
Анелия;Female;2000
Анелла;Female;99
Анелли;Female;17
Анеллина;Female;3
Анеллия;Female;0
Анелля;Female;19
Анель;Female;12000
Анельга;Female;0
Анельгия;Female;0
Анелька;Female;182
Анелья;Female;628
Анеля;Female;8000
Анема;Female;16
Анемаиса;Female;3
Анемея;Female;0
Анена;Female;27
Анепя;Female;0
Анера;Female;10
Анес;Female;312
Анеса;Female;24
Анесса;Female;96
Анета;Female;3000
Анетт;Female;161
Анетта;Female;1000
Анефе;Female;1
Анжа;Female;61
Анжала;Female;8
Анжана;Female;29
Анжбета;Female;0
Анжеа;Female;6
Анжела;Female;170000
Анжелена;Female;3
Анжели;Female;387
Анжелика;Female;215000
Анжелина;Female;5000
Анжелинка;Female;81
Анжелита;Female;63
Анжелица;Female;0
Анжелия;Female;62
Анжелла;Female;6000
Анжелле;Female;1
Анжеллика;Female;66
Анжеллита;Female;1
Анжель;Female;48
Анжеля;Female;23
Анженеля;Female;0
Анжилика;Female;215
Анжилина;Female;40
Анжэла;Female;178
Анжэлика;Female;67
Анзель;Female;24
Анзельма;Female;5
Анзима;Female;12
Анзира;Female;75
Анзират;Female;26
Анзия;Female;76
Ани;Female;17000
Аниа;Female;51
Анида;Female;152
Аниде;Female;1
Ание;Female;26
Аниза;Female;68
Анизе;Female;0
Анизия;Female;4
Анизя;Female;0
Аниила;Female;0
Анийса;Female;0
Аника;Female;3000
Аникия;Female;3
Анико;Female;324
Аниксия;Female;1
Аникуца;Female;2
Анила;Female;387
Анилина;Female;87
Анилия;Female;10
Анилла;Female;10
Аниль;Female;47
Анилька;Female;1
Анилья;Female;1
Аниля;Female;106
Анимаиса;Female;52
Анимайса;Female;0
Аниманиса;Female;0
Анимоиса;Female;0
Анина;Female;2000
Анинга;Female;4
Анине;Female;4
Анинель;Female;2
Анинеля;Female;0
Анинья;Female;10
Анионина;Female;4
Анира;Female;268
Анире;Female;7
Аниса;Female;9000
Анисат;Female;450
Анисела;Female;0
Анисильхия;Female;1
Анисима;Female;18
Анисина;Female;1000
Анисита;Female;1
Анисия;Female;2000
Аниска;Female;115
Аниссия;Female;10
Аниська;Female;66
Анисьма;Female;0
Анисья;Female;2000
Анисэ;Female;3
Анися;Female;724
Анита;Female;20000
Анитра;Female;13
Анифа;Female;118
Анифат;Female;2
Анифе;Female;1000
Анифель;Female;3
Анифэ;Female;3
Аница;Female;75
Аницета;Female;1
Аницетта;Female;0
Аничка;Female;4000
Анишка;Female;90
Анишоара;Female;104
Анишора;Female;42
Ания;Female;2000
Аният;Female;132
Анка;Female;4000
Анкера;Female;7
Анкилина;Female;1
Анкуца;Female;76
Анмета;Female;0
Анна;Female;2000000
Аннабелла;Female;64
Аннабиби;Female;5
Аннагуль;Female;57
Аннаджемал;Female;4
Аннаи;Female;3
Аннаид;Female;17
Аннаида;Female;22
Аннамари;Female;22
Аннамария;Female;153
Аннанина;Female;3
Аннастасии;Female;0
Аннатэч;Female;0
Анне;Female;281
Аннела;Female;28
Аннели;Female;126
Аннелина;Female;21
Аннелия;Female;22
Аннель;Female;111
Аннеля;Female;45
Аннемари;Female;6
Аннергина;Female;0
Аннеса;Female;10
Аннеся;Female;0
Аннет;Female;4000
Аннета;Female;1000
Аннетта;Female;209
Анниета;Female;1
Анника;Female;369
Аннико;Female;3
Аннина;Female;640
Анниса;Female;18
Аннита;Female;149
Анния;Female;16
Аннуца;Female;1
Аннушка;Female;10000
Аннычка;Female;3
Аннэ;Female;24
Аннэла;Female;4
Аннэли;Female;2
Аннэт;Female;1000
Аннэта;Female;113
Аноида;Female;5
Анолинария;Female;0
Анолия;Female;14
Аноля;Female;6
Аномда;Female;0
Анонида;Female;2
Анонила;Female;0
Анонина;Female;22
Анонна;Female;8
